,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
6380,2.0,1,3,2,2,1,“대기업치고는..”,현직원 · l********* · 상품기획·MD·디자이너 - 2023.02.28,워라벨은 좋음 월차 사용도 자유로운 편이고 쉬는날도 많음,회식 너무 많음 꼰대 많음 주말 특근은 그나마 자유로워지고는 있는데 그래도 많음
6381,2.0,1,5,2,1,1,“회사의 미래는 관심없고 개개인의 욕심만 있는 회사”,현직원 · U***** · 연구개발(R&D) - 2023.02.08,"워라벨
본인 앞가림하느라 밑에 멀하든 신경안씀
야근적음","회사 망하든말든 본인 광팔이 아이템 1개가 더중요
1억이 연봉끝"
6382,2.0,2,3,3,2,1,“광팔이들의 회사”,현직원 · |********* · 경영전략·사업기획·분석전문가 - 2023.01.29,휴일이 많다 차 할인 된다 간식 나온다 더 쓰려해도 생각이 안나네,회사가 신사업 외 사람들에 대해서는 신뢰하지 않는 게 눈에 보인다 신사업 중에서 제대로 성과 나오는 게 안보여서 미래가 걱정된다
6383,2.0,2,4,3,1,1,“대졸이면 생산공장말고 본사나 연구소 지원하세요”,현직원 · h***** · 경영지원·관리 전문가 - 2023.01.25,"어른들은 아직도 좋은 회사인줄 안다
현대차에 올거면 본사나 연구소 지원하고
지방공장은 연고가 없으면 다른회사 가는게 백번 낫다","공장 낙후된 시설
수직적 조직문화
재택거점오피스 등 근무제도 부재
보여주기식 보고"
6384,2.0,2,3,4,3,3,“규모만 대기업 속을보면 중소기업”,현직원 · j***** · 경영지원·관리 전문가 - 2023.01.23,회사 타이틀을 이길수 있는 회사는 몇 없는듯 부모님들 아주 좋아함,"이렇게 큰 회사가 이렇게 주먹구구식으로 돌아간다고
그리고 모든 의사결정을 노조와 협의로 이루어짐
제일 큰 단점"
6385,2.0,3,1,4,1,2,“대기업인 줄 알고 오면 후회한다”,현직원 · 남***** · 연구개발(R&D) - 2023.01.14,연봉이 장점인 줄 알고 왔는데 코로나 이후 연봉 역전됨,"출퇴근 오지로 출근 서울에서 남양 출근할 사람은 진짜 마음 단디 먹어라
부서에 꼰대들 개 많다
이직으로 왔더니 하이애나들처럼 똥처리할 일감 다 나한테 던지더라"
6386,2.0,2,1,4,2,2,“보상은 좋은 편”,현직원 · Y***** · 연구개발(R&D) - 2023.01.13,"책임급 이상 보상은 괜찮은 듯
연구원매니저 복지 휴가 만족","부자부지만 워라벨 최악
조직개편이 자주 있고 광파는이들이 너무많음"
6387,2.0,4,2,2,2,1,“그저 그런 회사”,현직원 · p***** · 생산엔지니어·생산관리 - 2023.01.13,"1 유연근무가 가능함
2 기숙사 제공
3 차 할인","1 연봉이 적음
2 타대기업 대비 복지가 너무 부실함
3 경영진들이 돈 안주려고 안간힘을 씀
4 대졸 사원 처우 안좋음"
6388,2.0,2,5,4,1,1,“워라벨 및 정년보장”,현직원 · l***** · 경영전략·사업기획·분석전문가 - 2023.01.13,"정년까지 본인만 견딜수있음 아무도 나가라하지않음
그래서 놀면서 월급많이받는 인원이 많음","그런 인원들로 매니저급도 의욕이 쉽게저하됌
쓸데없는 취합업무 관리업무 위주임"
6389,2.0,4,1,2,1,1,“극강의 팀바팀”,현직원 · O***** · 경영지원·관리 전문가 - 2023.01.12,"워라밸 좋은 팀가면 개꿀
워라밸 안좋은 팀 가면 손해에요","워라밸 안좋은 팀은 보통 분위기도 수직적
특히 조직장들이 굉장히 보수적"
6390,2.0,2,4,3,1,1,“워라밸 챙기고 커리어는 박살나는곳”,현직원 · u***** · 경영전략·사업기획·분석전문가 - 2023.01.10,연봉대비 업무강도 약한편 팀바팀이겠으나 타회사대비 워라밸좋다고봄,제조업이라 그런지 수직적인 문화가 잔재해있으며 규모가 커서 그런지 피피티로 차만드는 팀들이 많은듯
6391,2.0,2,4,3,1,1,“워라벨은 좋으나 개인 성장성 낮음”,현직원 · t***** · 마케팅·홍보 전문가 - 2023.01.06,워라밸 서울 근무 다양한 복지 회사 주변에 돈 쓸 데가 없어서 돈이 많이 모임,낮은 개인 성장성과 얕은 업무 난이도 수직적인 문화가 강하고 보수적임
6392,2.0,3,1,4,1,1,“최악의회사”,현직원 · 면**** · 경영지원·관리 전문가 - 2023.01.05,부바부 워라벨 급여 공무원가능 복지 진료비지원 차할인등,비조합원차별 워라벨 최악 노무위주 회사운영 등 문제 다수
6393,2.0,3,4,4,2,2,“워라벨 끝판왕”,현직원 · G***** · 구매·물류·SCM 전문가 - 2023.01.02,워라벨이 상당한 장점이고 기타 복지라던지 급여부분에있어 상당히 괜찮음,급여고 복지고 뭐고 그 이전에 평균연령이 5060인만큼 꼰 문화 뿌리가 깊이박혀있음
6394,2.0,2,2,2,2,2,“군대문화 심함”,현직원 · s***** · 품질관리·보증 전문가 - 2023.01.01,"자동차 싸게 살 수 있다
자동차 업계의 선봉이라는 자부심","울산 쪽은 문화가 너무 안좋다 
눈치보는 문화 매우 많은 꼰대"
6395,2.0,2,3,3,3,1,“덕지덕지 주먹구구”,현직원 · i***** · IT 엔지니어 - 2022.12.27,"현대 라는 이름이 주는 안정감
가끔 나오는 특별 보너스","업무 프로세스가 답답함
전화 걸어야 일처리가됨
남양 밥 너무 맛없음"
6396,2.0,1,3,2,2,1,“재택근무 없다면 이직을 추천”,현직원 · g******** · 연구개발(R&D) - 2022.12.26,"재택근무
워라벨팀마다 다름
문화는 매우 안좋았으나 개선하고 있는중","남양기준 근무지 오지
눈오면 실제 5시간 걸림
매일 출퇴근 4시간 생각해야함
경영층 안좋음
노조 안좋음
생각보다 돈 안줌"
6397,2.0,2,3,3,2,2,“워라밸 좋음”,현직원 · i********* · 연구개발(R&D) - 2022.12.15,부바부지만 워라밸 좋은팀이 많음 평균 급여는 낮은 편은 아님,급여 상승 퍼센트가 매우 낮음 공정한 성과 평가가 어랴운 조직 문화
6398,2.0,2,3,2,1,1,“명확하지 않은 회사”,현직원 · a***** · IT 엔지니어 - 2022.12.02,it에 관심이 많다는 정도 자동차를 이용해 다양한 서비스를 시도할려고 하는 중,일하는 방식 체계가 너무 없음 스타트업과 흡사 부족한 개발자 인원들
6399,2.0,3,3,2,1,2,“부바부겠지만 워라벨 가능함. 하지만 지시만 내리는 사람만 많음.”,현직원 · j***** · 경영지원·관리 전문가 - 2022.11.22,팀장의 성향마다 다를 수 있지만 어느정도 워라벨재택 가능함,"통근이 가장 힘듬 인기지역환승역 통근버스는 여러 대 배치되기도 하지만 여러 지역 경유하는 1대만 있기도 함 퇴근 시에는 만차로 가기도 하고 못타서 인근 지역 가는 버스 타시는 분도 있음 이런 상황은 발생할 수도 있는데 이에 대한 조정개선 반영이 느린 편임
라떼를 찾는 분이 많으며 동료들과 담소타임을 자주 갖는 어르신이 많이 있음"
6400,2.0,3,3,1,3,3,“빛좋은 개살구”,현직원 · i***** · 생산엔지니어·생산관리 - 2022.11.16,"널널함 그리고 중간 이상의 연봉
일하는 사람 따로 진급 거부자 따로",급여가 적고 주말 특근이 많음 생산직하고 싸울일도 많다
6401,2.0,3,5,1,2,2,“박봉인데 워라벨 조음”,현직원 · i********* · 연구개발(R&D) - 2022.11.14,"재택 주2회
워라벨좋음
전반적으로 박봉이라 그런지 사람들이 착함","사장이 일단 거짓말쟁이임
박봉임
강성노조가 잇어서 더 별로임"
6402,2.0,2,5,3,4,1,“워라밸 좋음”,현직원 · 꾸****** · 연구개발(R&D) - 2022.11.03,"워라밸은 훌륭하고 돈은 그럭저럭 줍니다
평균연령이 낮은팀은 사내문화 괜찮","남양은 너무 시골이에요
출퇴근 빡쎄요
고여서 썩은물들이 많아요"
6403,2.0,1,4,3,1,1,“야근없는 삶”,현직원 · R***** · 연구개발(R&D) - 2022.10.19,"주 40시간도 많은느낌

밥이 중간은 가는것 같음

그 외에는 장점 잘 없는것 같아요","커리어성장 X
체계가 아예 X
기업문화는 너무 올드
업무처리 쉬운건 어렵게 어려운건 쉽게가 슬로건인가 
아 내가 현차다 "
6404,2.0,1,3,3,1,1,“과거의 영광과 현재의 무기력감”,현직원 · F***** · 연구개발(R&D) - 2022.10.17,연구소에 1015년 전 쯤 들어오신 분들 중에 똑똑하신 분들이 많음,"그때 똑똑했던 분들이 지금은 업무 의욕을 상실함
일 열심히하면 손해보는 구조임"
6405,2.0,1,1,1,1,1,“적당한 회사생활 가능”,현직원 · x********* · 품질관리·보증 전문가 - 2022.10.17,"워라벨 보장뭐 케바케긴하지만
자동차 좋아하면 무조건","보수적인 문화
요즘들어 부쩍 심해진 다른 대기업들과의 비교들"
6406,2.0,2,3,3,1,3,“워라밸은 좋지만 옛날 문화가 남아있는 회사”,현직원 · i********* · 품질관리·보증 전문가 - 2022.09.30,자동차 할인 부서마다 다르지만 대부분 워라밸이 좋은편이다,"술자리와 인맥으로 일을 처리하려한다
공장 및 부서별로 많은 문화 차이가 있다"
6407,2.0,2,4,2,1,1,“워라밸만 보장되는 회사”,현직원 · 1******** · 상품기획·MD·디자이너 - 2022.09.22,워라밸 보장 자율 출퇴근 회식없음 쉬는날이 많음,지옥같은 연봉 상승률 개인의 생각보단 경영진이 가고자 하는 방향이 중요함
6408,2.0,3,5,3,3,2,“워라밸은 있는 회사”,현직원 · l***** · 연구개발(R&D) - 2022.09.19,"워라밸 좋음 위치도 남양이면 공대출신이면 감지덕지

자동차를 좋아하면 좋은회사","급여 좀 짜다 느낌

커리어 개발도 경쟁사가 없어서 큰 의미없음"
6409,2.0,2,3,1,2,1,“워라밸은 ㄱㅊ”,현직원 · b***** · 연구개발(R&D) - 2022.09.15,재택있고 워라밸자체는 괜찮음 팀을 잘 만난다면 적당히 스트레스 받으면서 다닐수있음,연구소 출퇴근으로 시간 다 잡아먹음 영업이익대비 성과급도 안줌
6410,2.0,2,2,3,1,2,“과거의 영광 미래는 어쩌려나”,현직원 · D***** · 경영전략·사업기획·분석전문가 - 2022.09.10,벌이고 있는 사업이 많고 글로벌 회사로의 비전은 충분하다,역피라미드 구조의 연속성으로 인한 과거의 머무른 조직문화
6411,2.0,2,2,4,2,3,“그냥 그런회사”,현직원 · B******** · 생산엔지니어·생산관리 - 2022.08.27,성과급과 많은급여 괜찮은 복지와 어느정도의 워라벨 정도,아직 남아있는 군대 문화와 가끔보면 이해할 수 없는 문화와 사람들
6412,2.0,1,5,2,1,1,“워라벨만 남은 회사”,현직원 · G******** · 생산엔지니어·생산관리 - 2022.08.25,"워라벨만 남은 회사
하지만 이 워라벨도 나중에 지켜질지 모르겠다",낮은 월급  짠 성과금  생각보다 많아 놀란 그분들
6413,2.0,4,5,3,3,1,"“워라벨이 좋으나, 하나의 부속품”",현직원 · 뉴******* · 연구개발(R&D) - 2022.08.17,휴가가 많고 다양한 구성원과의 교류가 가능함 자동차 할인 가능,연봉이 낮고 커리어 발전은 계획하기 어렵다 경영권 승계를 위한 다람쥐만 필요하다
6414,2.0,1,4,3,1,1,“최악의 사내문화 꼰대회사”,현직원 · j***** · 연구개발(R&D) - 2022.08.13,"워라밸 이것도 부바부 양극화 심함 
자동차 할인해줌","사내문화
최악의 노조와 사측의 병림픽
시대에 뒤쳐지는 급여
근본없는 시스템"
6415,2.0,1,4,2,2,1,“워라벨만 보장되어 있는 회사”,현직원 · n***** · 연구개발(R&D) - 2022.08.12,워라벨이 좋은만큼 일도 편하고 재택근무를 할수 있는게 좋고 완성차업계 특성상 업무 강도가 높지 않습니다 편하게 다닐수 있는 회사입니다,"그 외 나머지가 단점입니다 남양연구소에 있다보면 시골이다 보니 마음은 편해지는데점점더 서울 같은 대도시 라이프를 잊게 됩니다 그러다보니 경쟁심 열심히 살아보고자 하는 열의가 저는 사라지더라구요 그래서 근무지 관점에선 마이너스라 말씀 드리고 싶어요

연봉 낮습니다 영업이익 대비 순이익이 낮은 편이지다 보니 반도체 회사와 비교해 어쩔수가 없는거 같아요"
6416,2.0,1,4,1,2,2,“워라벨 굿”,현직원 · b********* · 연구개발(R&D) - 2022.08.09,"워라벨은 정말 좋음
정시 퇴근
재택 근무
낮은 업무강도","꼰대 다수 보유
커리어 개발 전무
낮은 급여
없다시피한 복지
성과 보상 없음"
6417,2.0,3,5,2,5,2,“워라밸 좋아요”,현직원 · 현* · 연구개발(R&D) - 2022.08.09,"유연근무제 만세입니다
최고의 워라밸
완벽한 저녁 있는 삶","돈이 적다
연봉이 적다
실수령액이 적다
노조가 매우 멋짐"
6418,2.0,1,5,3,3,2,“워라벨이 보장되는 회사”,현직원 · T***** · 경영전략·사업기획·분석전문가 - 2022.08.02,워라벨이 좋음 매니저급은 타회사대비 쉬는날이 많고 업무 강도가 강하지 않음,워라벨을 제외하고는 업무적 발전이나 비전등등 단점이 많음
6419,2.0,3,4,1,1,1,“워라벨은 굿 나마진 노코멘트”,현직원 · m******* · 하드웨어 엔지니어 - 2022.08.02,"네임벨류 굿
공장보다 연구소가 좋다
워라벨은 생기 빼면 다 좋다 연구소는 뭐 공장 생기보다 힘들겠나
","워라벨 빼고 전부 안 좋다
연봉 7천 그런데 월급은 200따리
과장 계약연봉 10년 째 왔다갔다 먼 미래에는 계약연봉 따라 잡힐 것 같다

회사 경영진에서는 멍청한 시야와 안목을 가지고 있다고 생각
커리어 향상도 잘 생각해봐야 부바부가 극심하게 차이난다"
6420,2.0,1,4,1,3,1,“워라밸 외에는 없음”,현직원 · !******** · 경영전략·사업기획·분석전문가 - 2022.07.25,"본사 기준
개선된 식사 다양한 메뉴
자유로운 출퇴근
재택 주12회
연차 많음","물가 상승률도 못따라가는 연봉
워라밸 외 모든 것이 단점
보고만 있는 문화"
6421,2.0,3,4,2,3,1,“워라밸은 인정 나머지는 잘..”,현직원 · |******** · 연구개발(R&D) - 2022.07.24,워라밸 지켜주려는 문화로 바뀌어가고 실제로 그렇게 유지되는중 편하게 일하고싶다면 추천,회사노조 갈등 과정을 지켜보다보면 두곳 모두 어린 직원들을 아끼지 않는것이 느껴짐 성과급 등 보상 측면에서 비슷한 규모 기업대비 부족함
6422,2.0,2,5,1,2,1,“워라벨만 좋음”,현직원 · l******** · 연구개발(R&D) - 2022.07.18,의지만 있으면 워라벨 맞출 수있음 대리급까지 급여가 적으나 편함,"꼰대들 집단
회식이 많음 윗분들 눈치도 많이 줌 시골에 위치함"
6423,2.0,2,3,1,2,1,“많이 늦지만 좋은 환경을 만들어가려고하는회사. 급여는 글쎄?”,현직원 · I********* · 연구개발(R&D) - 2022.07.13,"차를 좋아한다면 좋음
워라밸은 좋아지고 있음
책임이면 급여는 좋음","연구소는 시골에 있음
정당한 성과보상이 없음
아직도 90년대 수준의 복지
부바부지만 출장이 엄청 많음
나이 많은 노조할배들이 젊은이들 앞길을 막음"
